id,location,state,file,fileSource,latitude,longitude,Tout,ToutDailyVar,ToutAnnualVar,CDD18,CDD25,radDirNorm,radDiffHoriz,windSpeedMet,elevation,CDD18study
381,Casa Branca,SP,BRA_SP_Casa.Branca.868440_INMET.epw,INMET,-21.77,-47.09,21.3831621,10.49424658,14.55416667,1430.25,215.5375,86.35353881,89.50388128,1.543344749,730,1253.108333
382,Franca,SP,BRA_SP_Franca.868180_INMET.epw,INMET,-20.54,-47.4,20.96240868,8.881369863,14.17916667,1224.583333,119.8375,83.856621,92.2533105,1.9393379,1026,1095.820833
383,Ibitinga,SP,BRA_SP_Ibitinga.868430_INMET.epw,INMET,-21.86,-48.8,21.91319635,11.93945205,15.70416667,1655.008333,339.975,92.1206621,93.4347032,2.21196347,492,1457.020833
384,Iguape,SP,BRA_SP_Iguape.869230_INMET.epw,INMET,-24.71,-47.56,21.103379,7.600273973,17.66666667,1326.4375,138.3708333,61.80513699,89.05296804,1.534075342,3,1118.366667
385,Itapeva,SP,BRA_SP_Itapeva.837740_INMET.epw,INMET,-23.98,-48.88,19.1084589,9.190684932,16.30416667,850.8541667,90.5875,70.74143836,91.73139269,2.964429224,707,741.1208333
386,Itapira,SP,BRA_SP_Itapira.868690_INMET.epw,INMET,-22.42,-46.81,21.22389269,11.69863014,14.87083333,1444.945833,258.25,71.04360731,95.46358447,1.312785388,633,1262.3625
387,Ituverava,SP,BRA_SP_Ituverava.868170_INMET.epw,INMET,-20.36,-47.78,22.27479452,13.95287671,14.82083333,1863.575,462.4333333,90.64474886,92.01461187,1.690787671,600,1623.729167
388,Jales,SP,BRA_SP_Jales.868140_INMET.epw,INMET,-20.27,-50.55,23.90901826,10.6339726,16.075,2214.045833,500.7541667,87.37385845,93.56347032,2.677796804,457,1953.7375
389,José Bonifácio,SP,BRA_SP_Jose.Bonifacio.868390_INMET.epw,INMET,-21.1,-49.92,22.91840183,12.02739726,15.17916667,1965.833333,459.7583333,78.93299087,95.60513699,2.263184932,405,1728.295833
390,Lins,SP,BRA_SP_Lins.868400_INMET.epw,INMET,-21.68,-49.74,22.82987443,11.2709589,15.79166667,1897.225,409.6958333,93.98527397,92.11073059,1.991815068,459,1668.595833
391,Ourinhos,SP,BRA_SP_Ourinhos.868660_INMET.epw,INMET,-22.98,-49.87,20.91958904,11.50958904,17.49583333,1390.079167,253.9875,82.99166667,92.27990868,1.795045662,448,1209.254167
392,Piracicaba,SP,BRA_SP_Piracicaba.868680_INMET.epw,INMET,-22.73,-47.65,20.91993151,11.3969863,15.83333333,1369.625,225.5458333,85.43230594,90.30365297,2.27152968,573,1203.816667
393,Presidente Prudente,SP,BRA_SP_Presidente.Prudente.837160_INMET.epw,INMET,-22.13,-51.39,23.77913242,10.12931507,18.72083333,2207.870833,477.975,80.39372146,87.6826484,2.038961187,436,1897.891667
394,Rancharia,SP,BRA_SP_Rancharia.868640_INMET.epw,INMET,-22.37,-50.97,21.37754566,13.36575342,19.29583333,1640.6625,378.9083333,79.99178082,91.90593607,1.92783105,350,1426.941667
395,São Carlos,SP,BRA_SP_Sao.Carlos.868450_INMET.epw,INMET,-22.02,-47.89,20.28699772,10.16547945,15.49166667,1145.170833,131.9833333,72.78664384,93.99771689,2.295342466,863,1010.654167
396,São Luís do Paraitinga,SP,BRA_SP_Sao.Luis.do.Paraitinga.869120_INMET.epw,INMET,-23.23,-45.42,19.71097032,10.07150685,15.6875,1114.029167,125.5333333,84.36004566,87.75821918,1.526358447,874,966.3416667
397,São Paulo,SP,BRA_SP_Sao.Paulo.837810_INMET.epw,INMET,-23.85,-46.64,19.56762557,8.342739726,15.08333333,918.6041667,97.16666667,60.30901826,86.27442922,2.083390411,792,806.3541667
398,Sorocaba,SP,BRA_SP_Sorocaba.838510_INMET.epw,INMET,-23.5,-47.46,20.43783105,10.97945205,16.15416667,1266.854167,190.1125,80.56974886,91.43618721,2.53086758,609,1098.1375
399,Taubaté,SP,BRA_SP_Taubate.869110_INMET.epw,INMET,-23.03,-45.56,20.70429224,11.42109589,15.7,1352.658333,225.7666667,84.38721461,88.325,1.935547945,571,1160.791667
400,Valparaíso,SP,BRA_SP_Valparaiso.868380_INMET.epw,INMET,-21.32,-50.93,23.30864155,11.93863014,16.89166667,2076.6875,506.0875,81.1359589,93.97819635,2.515057078,374,1820.075
401,Votuporanga,SP,BRA_SP_Votuporanga.868150_INMET.epw,INMET,-20.42,-49.97,23.73343607,10.85917808,14.77916667,2159.354167,486.5583333,85.11472603,93.17477169,2.02956621,486,1904.641667
402,Araguaína,TO,BRA_TO_Araguaina.819000_INMET.epw,INMET,-7.18,-48.22,25.12849315,10.67753425,5.920833333,2607.6625,633.4166667,84.98561644,100.2728311,0.904166667,226,2292.220833
403,Araguatins,TO,BRA_TO_Araguatins.818210_INMET.epw,INMET,-5.64,-48.11,27.08803653,9.779452055,7.170833333,3317.133333,952.7375,78.32465753,104.0606164,1.464646119,117,2917.816667
404,Dianópolis,TO,BRA_TO_Dianopolis.866320_INMET.epw,INMET,-11.59,-46.85,24.21027397,8.450684932,10.2375,2266.825,378.5583333,86.72248858,97.66015982,2.661027397,732,2007.2625
405,Formoso do Araguaia,TO,BRA_TO_Formoso.do.Araguaia.866290_INMET.epw,INMET,-11.78,-49.61,26.63179224,10.79123288,9.116666667,3151.675,928.95,91.20148402,96.62808219,1.867865297,220,2784.9375
406,Gurupi,TO,BRA_TO_Gurupi.866300_INMET.epw,INMET,-11.72,-49.08,25.84962329,12.49808219,9,2901.3375,889.5125,97.54497717,96.12020548,1.167534247,287,2564.641667
407,Palmas,TO,BRA_TO_Palmas.866070_INMET.epw,INMET,-10.17,-48.33,26.82060502,9.900273973,8.833333333,3219.620833,903.9458333,71.32294521,95.27568493,1.636757991,280,2834.516667
408,Paranã,TO,BRA_TO_Parana.866500_INMET.epw,INMET,-12.6,-47.87,25.93256849,13.0909589,8.15,2931.120833,935.5541667,94.11381279,99.36130137,1.483458904,280,2585.079167
409,Pedro Afonso,TO,BRA_TO_Pedro.Afonso.819410_INMET.epw,INMET,-8.97,-48.17,26.3864726,10.54958904,7.4125,3061.0625,837.8833333,89.87922374,97.50182648,0.765936073,189,2694.458333
410,Peixe,TO,BRA_TO_Peixe.866490_INMET.epw,INMET,-12.02,-48.54,25.91891553,10.61232877,6.758333333,2893.7,765.9125,96.5097032,96.90844749,0.987579909,242,2546.779167
